BioProject,#Organism Name,Organism Groups,Strain,BioSample,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
PRJEB50657,Limnephilus rhombicus,Eukaryota;Animals;Insects,,SAMEA7849396,GCA_929108145.1, Chromosome,1578.82,35.5595,chromosome 1:OV815270.1; chromosome 2:OV815271.1; chromosome 3:OV815272.1; chromosome 4:OV815273.1; chromosome 5:OV815274.1; chromosome 6:OV815275.1; chromosome 7:OV815277.1; chromosome 8:OV815278.1; chromosome 9:OV815279.1; chromosome 10:OV815280.1; chromosome 11:OV815281.1; chromosome 12:OV815282.1; chromosome 13:OV815283.1; chromosome 14:OV815284.1; chromosome 15:OV815285.1; chromosome 16:OV815286.1; chromosome 17:OV815287.1; chromosome 18:OV815288.1; chromosome 19:OV815289.1; chromosome 20:OV815290.1; chromosome 21:OV815291.1; chromosome 22:OV815292.1; chromosome 23:OV815293.1; chromosome 24:OV815294.1; chromosome 25:OV815295.1; chromosome 26:OV815296.1; chromosome 27:OV815297.1; chromosome 28:OV815298.1; chromosome 29:OV815299.1; chromosome Z:OV815276.1; mitochondrion MT:OV815300.1,CAKMYE01,62,0,2022-02-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/929/108/145/GCA_929108145.1_iiLimRhom1.1,
PRJEB50664,Andrena minutula,Eukaryota;Animals;Insects,,SAMEA8603155,GCA_929113495.1, Chromosome,380.463,40.3635,chromosome 1:OV815993.1; chromosome 2:OV815994.1; chromosome 3:OV815995.1; chromosome 4:OV815996.1; chromosome 5:OV815997.1; chromosome 6:OV815998.1; chromosome 7:OV815999.1; mitochondrion MT:OV816000.1,CAKMYJ01,359,0,2022-02-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/929/113/495/GCA_929113495.1_iyAndMinu1.1,
PRJEB50659,Andrena dorsata,Eukaryota;Animals;Insects,,SAMEA7746464,GCA_929108735.1, Chromosome,277.337,42.9789,chromosome 1:OV815487.1; chromosome 2:OV815488.1; chromosome 3:OV815489.1; mitochondrion MT:OV815490.1,CAKMYH01,158,0,2022-02-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/929/108/735/GCA_929108735.1_iyAndDors1.1,
PRJEB50666,Agrypnus murinus,Eukaryota;Animals;Insects,,SAMEA7701277,GCA_929113105.1, Chromosome,1578.52,32.8241,chromosome 1:OV816024.1; chromosome 2:OV816025.1; chromosome 3:OV816026.1; chromosome 4:OV816027.1; chromosome 5:OV816028.1; chromosome 6:OV816029.1; chromosome 7:OV816030.1; chromosome 8:OV816031.1; chromosome X:OV816023.1; mitochondrion MT:OV816032.1,CAKMYN01,162,0,2022-02-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/929/113/105/GCA_929113105.1_icAgrMuri1.1,
PRJEB50655,Gymnoscelis rufifasciata,Eukaryota;Animals;Insects,,SAMEA7519910,GCA_929108375.1, Chromosome,462.01,35.3592,chromosome 1:OV815302.1; chromosome 2:OV815303.1; chromosome 3:OV815304.1; chromosome 4:OV815305.1; chromosome 5:OV815306.1; chromosome 6:OV815307.1; chromosome 7:OV815308.1; chromosome 8:OV815309.1; chromosome 9:OV815310.1; chromosome 10:OV815311.1; chromosome 11:OV815312.1; chromosome 12:OV815313.1; chromosome 13:OV815314.1; chromosome 14:OV815315.1; chromosome 15:OV815316.1; chromosome 16:OV815317.1; chromosome 17:OV815318.1; chromosome 18:OV815320.1; chromosome 19:OV815321.1; chromosome 20:OV815322.1; chromosome 21:OV815323.1; chromosome 22:OV815324.1; chromosome 23:OV815325.1; chromosome 24:OV815326.1; chromosome 25:OV815327.1; chromosome 26:OV815328.1; chromosome 27:OV815329.1; chromosome 28:OV815330.1; chromosome 29:OV815331.1; chromosome 30:OV815332.1; chromosome W:OV815319.1; chromosome Z:OV815301.1; mitochondrion MT:OV815333.1,CAKMYF01,52,0,2022-02-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/929/108/375/GCA_929108375.1_ilGymRufi1.1,
PRJEB50705,Epistrophe grossulariae,Eukaryota;Animals;Insects,,SAMEA8603153,GCA_929447395.1, Chromosome,556.609,31.8937,chromosome 1:OV839566.1; chromosome 2:OV839567.1; chromosome 3:OV839568.1; chromosome 4:OV839569.1; chromosome X:OV839570.1; mitochondrion MT:OV839571.1,CAKNBH01,52,0,2022-02-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/929/447/395/GCA_929447395.1_idEpiGros1.1,
PRJEB50701,Watsonalla binaria,Eukaryota;Animals;Insects,,SAMEA7746618,GCA_929442735.1, Chromosome,333.063,37.7219,chromosome 1:OV838918.1; chromosome 2:OV838919.1; chromosome 3:OV838920.1; chromosome 4:OV838921.1; chromosome 5:OV838922.1; chromosome 6:OV838923.1; chromosome 7:OV838924.1; chromosome 8:OV838925.1; chromosome 9:OV838926.1; chromosome 10:OV838927.1; chromosome 11:OV838928.1; chromosome 12:OV838929.1; chromosome 13:OV838930.1; chromosome 14:OV838931.1; chromosome 15:OV838932.1; chromosome 16:OV838933.1; chromosome 17:OV838934.1; chromosome 18:OV838935.1; chromosome 19:OV838936.1; chromosome 20:OV838937.1; chromosome 21:OV838938.1; chromosome 22:OV838940.1; chromosome 23:OV838941.1; chromosome 24:OV838942.1; chromosome 25:OV838943.1; chromosome 26:OV838944.1; chromosome 27:OV838945.1; chromosome 28:OV838946.1; chromosome 29:OV838947.1; chromosome 30:OV838948.1; chromosome 31:OV838949.1; chromosome W:OV838939.1; chromosome Z:OV838917.1; mitochondrion MT:OV838950.1,CAKNBE01,37,0,2022-02-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/929/442/735/GCA_929442735.1_ilWatBina1.1,
PRJEB50845,Sarcophaga rosellei,Eukaryota;Animals;Insects,,SAMEA7746603,GCA_930367235.1, Chromosome,541.394,33.2967,chromosome 1:OV884017.1; chromosome 2:OV884018.1; chromosome 3:OV884019.1; chromosome 4:OV884020.1; chromosome 5:OV884021.1; chromosome X:OV884022.1; mitochondrion MT:OV884023.1,CAKNFA01,170,0,2022-02-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/930/367/235/GCA_930367235.1_idSarRose1.1,
PRJEB50843,Acanthosoma haemorrhoidale,Eukaryota;Animals;Insects,,SAMEA8563710,GCA_930367205.1, Chromosome,865.622,35.4645,chromosome 1:OV884011.1; chromosome 2:OV884012.1; chromosome 3:OV884013.1; chromosome 4:OV884014.1; chromosome 5:OV884015.1; chromosome X:OV884009.1; chromosome Y:OV884010.1; mitochondrion MT:OV884016.1,CAKNEZ01,73,0,2022-02-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/930/367/205/GCA_930367205.1_ihAcaHaem1.1,
PRJEB50839,Catocala fraxini,Eukaryota;Animals;Insects,,SAMEA8603175,GCA_930367265.1, Chromosome,780.602,36.5836,chromosome 1:OV884025.1; chromosome 2:OV884026.1; chromosome 3:OV884027.1; chromosome 4:OV884028.1; chromosome 5:OV884029.1; chromosome 6:OV884030.1; chromosome 7:OV884031.1; chromosome 8:OV884032.1; chromosome 9:OV884033.1; chromosome 10:OV884034.1; chromosome 11:OV884035.1; chromosome 12:OV884036.1; chromosome 13:OV884037.1; chromosome 14:OV884038.1; chromosome 15:OV884039.1; chromosome 16:OV884040.1; chromosome 17:OV884041.1; chromosome 18:OV884042.1; chromosome 19:OV884043.1; chromosome 20:OV884044.1; chromosome 21:OV884045.1; chromosome 22:OV884046.1; chromosome 23:OV884047.1; chromosome 24:OV884048.1; chromosome 25:OV884049.1; chromosome 26:OV884050.1; chromosome 27:OV884051.1; chromosome 28:OV884052.1; chromosome 29:OV884053.1; chromosome 30:OV884054.1; chromosome Z:OV884024.1; mitochondrion MT:OV884055.1,CAKNFB01,34,0,2022-02-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/930/367/265/GCA_930367265.1_ilCatFrax1.1,
PRJEB50848,Bombus pratorum,Eukaryota;Animals;Insects,,SAMEA7520485,GCA_930367275.1, Chromosome,285.072,37.7604,chromosome 1:OV883983.1; chromosome 2:OV883984.1; chromosome 3:OV883985.1; chromosome 4:OV883986.1; chromosome 5:OV883987.1; chromosome 6:OV883988.1; chromosome 7:OV883989.1; chromosome 8:OV883990.1; chromosome 9:OV883991.1; chromosome 10:OV883992.1; chromosome 11:OV883993.1; chromosome 12:OV883994.1; chromosome 13:OV883995.1; chromosome 14:OV883996.1; chromosome 15:OV883997.1; chromosome 16:OV883998.1; chromosome 17:OV883999.1; chromosome 18:OV884000.1; mitochondrion MT:OV884001.1,CAKNEW01,51,0,2022-02-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/930/367/275/GCA_930367275.1_iyBomPrat1.1,
PRJEB50842,Pollenia angustigena,Eukaryota;Animals;Insects,,SAMEA7746597,GCA_930367215.1, Chromosome,1370.51,31.24,chromosome 1:OV884056.1; chromosome 2:OV884057.1; chromosome 3:OV884058.1; chromosome 4:OV884059.1; chromosome 5:OV884060.1; chromosome X:OV884061.1; mitochondrion MT:OV884062.1,CAKNFE01,31,0,2022-02-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/930/367/215/GCA_930367215.1_idPolAngu1.1,
PRJEB50850,Myathropa florea,Eukaryota;Animals;Insects,,SAMEA7520156,GCA_930367185.1, Chromosome,485.104,40.6095,chromosome 1:OV884002.1; chromosome 2:OV884003.1; chromosome 3:OV884004.1; chromosome 4:OV884005.1; chromosome X:OV884006.1; chromosome Y:OV884007.1; mitochondrion MT:OV884008.1,CAKNEX01,152,0,2022-02-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/930/367/185/GCA_930367185.1_idMyaFlor2.1,
PRJEB51048,Opisthograptis luteolata,Eukaryota;Animals;Insects,,SAMEA7519838,GCA_931315375.1, Chromosome,365.254,38.4105,chromosome 1:OV928034.1; chromosome 2:OV928035.1; chromosome 3:OV928036.1; chromosome 4:OV928037.1; chromosome 5:OV928038.1; chromosome 6:OV928039.1; chromosome 7:OV928040.1; chromosome 8:OV928041.1; chromosome 9:OV928042.1; chromosome 10:OV928043.1; chromosome 11:OV928044.1; chromosome 12:OV928045.1; chromosome 13:OV928046.1; chromosome 14:OV928047.1; chromosome 15:OV928048.1; chromosome 16:OV928049.1; chromosome 17:OV928050.1; chromosome 18:OV928051.1; chromosome 19:OV928052.1; chromosome 20:OV928053.1; chromosome 21:OV928054.1; chromosome 22:OV928055.1; chromosome 23:OV928056.1; chromosome 24:OV928057.1; chromosome 25:OV928058.1; chromosome 26:OV928059.1; chromosome 27:OV928060.1; chromosome 28:OV928061.1; chromosome 29:OV928062.1; chromosome 30:OV928063.1; chromosome 31:OV928064.1; chromosome Z:OV928033.1; mitochondrion MT:OV928065.1,CAKNUS01,43,0,2022-02-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/931/315/375/GCA_931315375.1_ilOpiLute1.1,
PRJEB42869,Vanessa cardui,Eukaryota;Animals;Insects,,SAMEA7523147,GCA_905220365.1, Chromosome,424.814,33.4178,chromosome 1:LR999925.1; chromosome 2:LR999926.1; chromosome 3:LR999927.1; chromosome 4:LR999928.1; chromosome 5:LR999929.1; chromosome 6:LR999930.1; chromosome 7:LR999931.1; chromosome 8:LR999932.1; chromosome 9:LR999933.1; chromosome 10:LR999934.1; chromosome 11:LR999935.1; chromosome 12:LR999936.1; chromosome 13:LR999937.1; chromosome 14:LR999938.1; chromosome 15:LR999939.1; chromosome 16:LR999941.1; chromosome 17:LR999942.1; chromosome 18:LR999943.1; chromosome 19:LR999944.1; chromosome 20:LR999945.1; chromosome 21:LR999946.1; chromosome 22:LR999947.1; chromosome 23:LR999948.1; chromosome 24:LR999949.1; chromosome 25:LR999950.1; chromosome 26:LR999951.1; chromosome 27:LR999952.1; chromosome 28:LR999953.1; chromosome 29:LR999954.1; chromosome 30:LR999955.1; chromosome W:LR999940.1; chromosome Z:LR999924.1; mitochondrion MT:LR999956.1,CAJMZP01,37,0,2021-02-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/220/365/GCA_905220365.1_ilVanCard2.1,
PRJEB41957,Xestia xanthographa,Eukaryota;Animals;Insects,,SAMEA7520195,GCA_905147715.2, Chromosome,933.882,38.7018,chromosome 1:LR990642.1; chromosome 2:LR990643.1; chromosome 3:LR990644.1; chromosome 4:LR990645.1; chromosome 5:LR990646.1; chromosome 6:LR990647.1; chromosome 7:LR990648.1; chromosome 8:LR990649.1; chromosome 9:LR990650.1; chromosome 10:LR990651.1; chromosome 11:LR990652.1; chromosome 12:LR990653.1; chromosome 13:LR990654.1; chromosome 14:LR990655.1; chromosome 15:LR990656.1; chromosome 16:LR990657.1; chromosome 17:LR990658.1; chromosome 18:LR990659.1; chromosome 19:LR990660.1; chromosome 20:LR990661.1; chromosome 21:LR990662.1; chromosome 22:LR990663.1; chromosome 23:LR990664.1; chromosome 24:LR990665.1; chromosome 25:LR990666.1; chromosome 26:LR990667.1; chromosome 27:LR990668.1; chromosome 28:LR990669.1; chromosome 29:LR990670.1; chromosome 30:LR990671.1; chromosome W:OU570687.1; chromosome Z:LR990641.1; mitochondrion MT:LR990672.1,CAJHXD02,60,0,2021-01-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/147/715/GCA_905147715.2_ilXesXant1.2,
PRJEB44052,Pieris napi,Eukaryota;Animals;Insects,,SAMEA7523287,GCA_905475465.2, Chromosome,319.202,33.953,chromosome 1:FR997694.1; chromosome 2:FR997695.1; chromosome 3:FR997697.1; chromosome 4:FR997698.1; chromosome 5:FR997699.1; chromosome 6:FR997700.1; chromosome 7:FR997701.1; chromosome 8:FR997702.1; chromosome 9:FR997703.1; chromosome 10:FR997704.1; chromosome 11:FR997705.1; chromosome 12:FR997706.1; chromosome 13:FR997707.1; chromosome 14:FR997708.1; chromosome 15:FR997709.1; chromosome 16:FR997710.1; chromosome 17:FR997711.1; chromosome 18:FR997712.1; chromosome 19:FR997713.1; chromosome 20:FR997714.1; chromosome 21:FR997715.1; chromosome 22:FR997716.1; chromosome 23:FR997717.1; chromosome 24:FR997718.1; chromosome W:FR997719.1; chromosome Z:FR997696.1; mitochondrion MT:FR997720.2,CAJQFT02,43,0,2021-04-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/475/465/GCA_905475465.2_ilPieNapi1.2,
PRJNA551500,Bos grunniens x Bos taurus,Eukaryota;Animals;Mammals,Esperanza,SAMN12153487,GCA_009493645.1, Chromosome,2677.17,41.9327,chromosome 1:CM018733.1; chromosome 2:CM018734.1; chromosome 3:CM018735.1; chromosome 4:CM018736.1; chromosome 5:CM018737.1; chromosome 6:CM018738.1; chromosome 7:CM018739.1; chromosome 8:CM018740.1; chromosome 9:CM018741.1; chromosome 10:CM018742.1; chromosome 11:CM018743.1; chromosome 12:CM018744.1; chromosome 13:CM018745.1; chromosome 14:CM018746.1; chromosome 15:CM018747.1; chromosome 16:CM018748.1; chromosome 17:CM018749.1; chromosome 18:CM018750.1; chromosome 19:CM018751.1; chromosome 20:CM018752.1; chromosome 21:CM018753.1; chromosome 22:CM018754.1; chromosome 23:CM018755.1; chromosome 24:CM018756.1; chromosome 25:CM018757.1; chromosome 26:CM018758.1; chromosome 27:CM018759.1; chromosome 28:CM018760.1; chromosome 29:CM018761.1; chromosome X:CM018762.1; mitochondrion MT:CM018763.1,VLPI01,485,0,2019-11-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/493/645/GCA_009493645.1_ARS_UNL_BGru_maternal_1.0_p,
PRJNA719586,Pecten maximus,Eukaryota;Animals;Other Animals,MGB-pma-2019,SAMN22351030,GCA_020750765.1,Scaffold,1060.26,37.7001,mitochondrion MT:CM036904.1,JAJGAJ01,106,0,2021-11-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/750/765/GCA_020750765.1_ASM2075076v1,
PRJNA628578,Phyllostomus discolor,Eukaryota;Animals;Mammals,Bat1K_MPI-CBG_1,SAMN14734468,GCA_014049915.1,Scaffold,2094.53,41.6,mitochondrion MT:CM030315.1,JABVXQ01,42,60997,2020-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/915/GCA_014049915.1_MPI-CBG_DAmar_mPhyDis1.p_v1.0,
PRJNA508959,Bos indicus x Bos taurus,Eukaryota;Animals;Mammals,,SAMN08473802,GCA_003369685.2, Chromosome,2580.76,41.8845,chromosome 1:CM011774.1; chromosome 2:CM011775.1; chromosome 3:CM011776.1; chromosome 4:CM011777.1; chromosome 5:CM011778.1; chromosome 6:CM011779.1; chromosome 7:CM011780.1; chromosome 8:CM011781.1; chromosome 9:CM011782.1; chromosome 10:CM011783.1; chromosome 11:CM011784.1; chromosome 12:CM011785.1; chromosome 13:CM011786.1; chromosome 14:CM011787.1; chromosome 15:CM011788.1; chromosome 16:CM011789.1; chromosome 17:CM011790.1; chromosome 18:CM011791.1; chromosome 19:CM011792.1; chromosome 20:CM011793.1; chromosome 21:CM011794.1; chromosome 22:CM011795.1; chromosome 23:CM011796.1; chromosome 24:CM011797.1; chromosome 25:CM011798.1; chromosome 26:CM011799.1; chromosome 27:CM011800.1; chromosome 28:CM011801.1; chromosome 29:CM011802.1; chromosome Y:CM011803.1,PUFT02,1435,0,2018-08-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/685/GCA_003369685.2_UOA_Angus_1,
PRJNA636507,Drosophila athabasca,Eukaryota;Animals;Insects,PA60,SAMN12214156,GCA_008121225.1, Chromosome,193.536,43.8812,chromosome XL:CM017788.1; chromosome XR:CM017789.1; chromosome 3:CM017790.1; chromosome 4:CM017791.1; chromosome 5:CM017792.1,VJOV01,123,0,2019-08-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/121/225/GCA_008121225.1_UCBerk_Dath_EA_1.0,
PRJNA694500,Xanthoceras sorbifolium,Eukaryota;Plants;Land Plants,,SAMN17774090,GCA_020796215.1, Chromosome,469.996,35.0921,chromosome 1:CM036779.1; chromosome 2:CM036780.1; chromosome 3:CM036781.1; chromosome 4:CM036782.1; chromosome 5:CM036783.1; chromosome 6:CM036784.1; chromosome 7:CM036785.1; chromosome 8:CM036786.1; chromosome 9:CM036787.1; chromosome 10:CM036788.1; chromosome 11:CM036789.1; chromosome 12:CM036790.1; chromosome 13:CM036791.1; chromosome 14:CM036792.1; chromosome 15:CM036793.1; mitochondrion MT:CM036794.1; chloroplast Pltd:CM036795.1,JAFEMO01,988,21958,2021-11-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/796/215/GCA_020796215.1_XSv2.1f,
PRJNA671567,Acanthochromis polyacanthus,Eukaryota;Animals;Fishes,Apoly-LR-REF,SAMN16534234,GCA_021347895.1, Chromosome,956.788,40.3313,chromosome 1:CM038054.1; chromosome 2:CM038055.1; chromosome 3:CM038056.1; chromosome 4:CM038057.1; chromosome 5:CM038058.1; chromosome 6:CM038059.1; chromosome 7:CM038060.1; chromosome 8:CM038061.1; chromosome 9:CM038062.1; chromosome 10:CM038063.1; chromosome 11:CM038064.1; chromosome 12:CM038065.1; chromosome 13:CM038066.1; chromosome 14:CM038067.1; chromosome 15:CM038068.1; chromosome 16:CM038069.1; chromosome 17:CM038070.1; chromosome 18:CM038071.1; chromosome 19:CM038072.1; chromosome 20:CM038073.1; chromosome 21:CM038074.1; chromosome 22:CM038075.1; chromosome 23:CM038076.1; chromosome 24:CM038077.1; mitochondrion MT:CM038078.1,JAEMOU01,82,0,2022-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/347/895/GCA_021347895.1_KAUST_Apoly_ChrSc,
PRJNA431363,Panicum miliaceum,Eukaryota;Plants;Land Plants,,SAMN08389585,GCA_003046395.2, Chromosome,854.793,46.8958,chromosome 1:CM009690.2; chromosome 2:CM009691.2; chromosome 3:CM009692.2; chromosome 4:CM009693.2; chromosome 5:CM009694.2; chromosome 6:CM009695.2; chromosome 7:CM009696.2; chromosome 8:CM009697.2; chromosome 9:CM009698.2; chromosome 10:CM009699.2; chromosome 11:CM009700.2; chromosome 12:CM009701.2; chromosome 13:CM009702.2; chromosome 14:CM009703.2; chromosome 15:CM009704.2; chromosome 16:CM009705.2; chromosome 17:CM009706.2; chromosome 18:CM009707.2; chloroplast Pltd:CM009689.1,PQIB02,1306,55964,2018-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/046/395/GCA_003046395.2_Pm_0390_v2,
PRJNA391487,Lonchura striata domestica,Eukaryota;Animals;Birds,white83orange57,SAMN06283872,GCA_002197715.1,Scaffold,1060.17,40.4,,MUZQ01,3014,15317,2017-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/715/GCA_002197715.1_LonStrDom1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/715/GCF_002197715.1_LonStrDom1
PRJNA304992,Lycaon pictus,Eukaryota;Animals;Mammals,South Africa Ananku,SAMN04312208,GCA_001887905.1, Chromosome,2358.14,41.1817,chromosome 1:CM007565.1; chromosome 2:CM007566.1; chromosome 3:CM007567.1; chromosome 4:CM007568.1; chromosome 5:CM007569.1; chromosome 6:CM007570.1; chromosome 7:CM007571.1; chromosome 8:CM007572.1; chromosome 9:CM007573.1; chromosome 10:CM007574.1; chromosome 11:CM007576.1; chromosome 12:CM007577.1; chromosome 13:CM007578.1; chromosome 14:CM007579.1; chromosome 15:CM007580.1; chromosome 16:CM007581.1; chromosome 17:CM007582.1; chromosome 18:CM007583.1; chromosome 19:CM007584.1; chromosome 20:CM007585.1; chromosome 21:CM007586.1; chromosome 22:CM007587.1; chromosome 23:CM007588.1; chromosome 24:CM007589.1; chromosome 25:CM007590.1; chromosome 26:CM007591.1; chromosome 27:CM007592.1; chromosome 28:CM007593.1; chromosome 29:CM007594.1; chromosome 30:CM007555.1; chromosome 31:CM007556.1; chromosome 32:CM007557.1; chromosome 33:CM007558.1; chromosome 34:CM007559.1; chromosome 35:CM007560.1; chromosome 36:CM007561.1; chromosome 37:CM007562.1; chromosome 38:CM007563.1; chromosome X:CM007575.1; chromosome Y:CM007564.1; mitochondrion MT:CM007595.1,LPRB01,803,0,2016-11-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/905/GCA_001887905.1_LycPicSAfr1.0,
PRJNA450919,Perca fluviatilis,Eukaryota;Animals;Fishes,Loo-19062017,SAMN08954933,GCA_003412525.1,Scaffold,958.225,45.1,mitochondrion MT:CM010607.1,QFAT01,31105,0,2018-08-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/412/525/GCA_003412525.1_UTU_Pfluv_1.1,
PRJNA598686,Tyrophagus putrescentiae,Eukaryota;Animals;Other Animals,UMMZ BMOC 17-0108-002 PMR,SAMN13712654,GCA_012066115.1,Scaffold,95.1357,29.1,mitochondrion MT:CM022443.1,JAAALH01,19731,0,2020-04-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/066/115/GCA_012066115.1_UMMZ_TP_P3.0F6,
PRJNA562015,Cuculus canorus,Eukaryota;Animals;Birds,bCucCan1,SAMN12629508,GCA_017976375.1, Chromosome,1180.16,42.2067,chromosome 1:CM030637.1; chromosome 2:CM030638.1; chromosome 3:CM030639.1; chromosome 4:CM030640.1; chromosome 5:CM030641.1; chromosome 6:CM030642.1; chromosome 7:CM030643.1; chromosome 8:CM030644.1; chromosome 9:CM030645.1; chromosome 10:CM030646.1; chromosome 11:CM030647.1; chromosome 12:CM030648.1; chromosome 13:CM030649.1; chromosome 14:CM030650.1; chromosome 15:CM030651.1; chromosome 16:CM030652.1; chromosome 17:CM030653.1; chromosome 18:CM030654.1; chromosome 19:CM030655.1; chromosome 20:CM030656.1; chromosome 21:CM030657.1; chromosome 22:CM030658.1; chromosome 23:CM030659.1; chromosome 24:CM030660.1; chromosome 25:CM030661.1; chromosome 26:CM030662.1; chromosome 27:CM030663.1; chromosome 28:CM030664.1; chromosome 29:CM030665.1; chromosome 30:CM030666.1; chromosome 31:CM030667.1; chromosome 32:CM030668.1; chromosome 33:CM030669.1; chromosome 34:CM030670.1; chromosome 35:CM030671.1; chromosome 36:CM030672.1; chromosome 37:CM030673.1; chromosome 38:CM030674.1; chromosome 39:CM030675.1; chromosome W:CM030676.1; chromosome Z:CM030677.1; mitochondrion MT:CM030679.1,JAGIYT01,151,0,2021-04-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/976/375/GCA_017976375.1_bCucCan1.pri,
PRJNA561958,Pterocles gutturalis,Eukaryota;Animals;Birds,bPteGut1,SAMN12623217,GCA_009769525.1, Chromosome,1127.42,42.4239,chromosome 1:CM020141.1; chromosome 2:CM020142.1; chromosome 3:CM020143.1; chromosome 4:CM020144.1; chromosome 5:CM020145.1; chromosome 6:CM020146.1; chromosome 7:CM020147.1; chromosome 8:CM020148.1; chromosome 9:CM020149.1; chromosome 10:CM020150.1; chromosome 11:CM020151.1; chromosome 12:CM020152.1; chromosome 13:CM020153.1; chromosome 14:CM020154.1; chromosome 15:CM020155.1; chromosome 16:CM020156.1; chromosome 17:CM020157.1; chromosome 18:CM020158.1; chromosome 19:CM020159.1; chromosome 20:CM020160.1; chromosome 21:CM020161.1; chromosome 22:CM020162.1; chromosome 23:CM020163.1; chromosome 24:CM020164.1; chromosome 25:CM020165.1; chromosome 26:CM020166.1; chromosome 27:CM020167.1; chromosome 28:CM020168.1; chromosome 29:CM020169.1; chromosome 30:CM020170.1; chromosome 31:CM020171.1; chromosome 32:CM020172.1; chromosome 33:CM020173.1; chromosome 34:CM020174.1; chromosome 35:CM020175.1; chromosome Z:CM020176.1; mitochondrion MT:CM020177.1,WNNE01,89,0,2019-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/769/525/GCA_009769525.1_bPteGut1.pri,
